3;arms_factory;407.00;9.70;1343.00;0.85;0
3;arms_factory;889.00;9.50;2023.00;3.52;0
3;arms_factory;629.00;10.28;2181.00;5.08;0
3;arms_factory;323.00;9.70;1885.00;2.92;0
3;arms_factory;413.00;9.70;1438.00;5.58;0
3;arms_factory;956.00;10.55;2461.00;1.96;0
3;industrial_complex;1008.00;11.75;2519.00;4.98;0
3;industrial_complex;726.00;10.95;2387.00;6.19;0
3;industrial_complex;760.00;10.28;2741.00;4.03;0
3;industrial_complex;476.00;9.70;1728.00;0.41;0
3;industrial_complex;511.00;10.65;1418.00;1.97;0
3;industrial_complex;643.00;9.70;1604.00;4.63;0
3;air_base;636.00;10.05;1650.00;2.47;0
3;supply_node;791.00;10.30;2086.00;5.93;0
3;supply_node;904.00;12.62;2549.00;2.58;0
3;supply_node;646.00;9.70;2404.00;1.82;0
3;supply_node;803.00;10.80;2619.00;3.29;0
3;supply_node;992.00;12.32;2301.00;1.05;0
3;supply_node;763.00;10.73;2347.00;3.99;0
3;supply_node;394.00;9.70;1986.00;5.47;0
3;supply_node;557.00;10.68;1346.00;2.12;0
3;supply_node;632.00;9.70;1346.00;4.71;0
3;supply_node;584.00;9.70;2292.00;1.36;0
3;supply_node;1072.00;10.90;2526.00;4.29;0
3;supply_node;663.00;9.70;1911.00;0.59;0
3;supply_node;1193.00;12.35;2539.00;3.53;0
3;supply_node;631.00;9.78;1824.00;5.01;0
3;supply_node;910.00;12.07;2451.00;2.76;0
3;supply_node;457.00;9.70;1526.00;5.70;0
3;supply_node;1138.00;12.53;2488.00;0.90;0
3;supply_node;594.00;9.70;2103.00;4.94;0
3;supply_node;549.00;9.70;1909.00;0.13;0
3;supply_node;994.00;12.60;2503.00;3.07;0
3;supply_node;383.00;9.70;1809.00;0.83;0
3;supply_node;614.00;9.88;1721.00;2.31;0
3;supply_node;812.00;11.55;2186.00;5.24;0
3;supply_node;477.00;9.70;2099.00;1.55;0
3;supply_node;1131.00;12.70;2627.00;4.48;0
3;supply_node;423.00;9.70;1443.00;1.13;0
3;supply_node;656.00;9.70;2025.00;3.71;0
3;supply_node;748.00;9.85;2540.00;0.37;0
3;supply_node;1051.00;10.93;2618.00;1.85;0
3;supply_node;378.00;9.70;1500.00;5.89;0
3;supply_node;610.00;9.82;2170.00;2.54;0
3;supply_node;798.00;12.73;2477.00;4.02;0
3;supply_node;336.00;9.70;1386.00;1.78;0
3;supply_node;537.00;9.70;1592.00;3.25;0
3;supply_node;823.00;11.28;1907.00;6.19;0
3;supply_node;662.00;9.70;2231.00;2.49;0
3;supply_node;893.00;11.23;2185.00;5.43;0
3;supply_node;538.00;9.73;1792.00;2.08;0
3;supply_node;351.00;9.93;1897.00;4.67;0
3;supply_node;460.00;9.70;1881.00;1.32;0
3;supply_node;534.00;9.70;1285.00;2.80;0
3;supply_node;729.00;10.43;1759.00;0.55;0
3;supply_node;601.00;9.70;1464.00;3.49;0
3;supply_node;896.00;10.15;2074.00;4.97;0
3;supply_node;703.00;11.23;2113.00;2.73;0
3;supply_node;766.00;9.70;2673.00;0.86;0
3;supply_node;736.00;10.30;1549.00;4.90;0
3;supply_node;546.00;9.70;2029.00;0.09;0
3;supply_node;867.00;15.62;2280.00;3.03;0
3;supply_node;967.00;12.20;2634.00;5.62;0
3;supply_node;626.00;9.80;1582.00;2.27;0
3;supply_node;980.00;12.93;2220.00;5.20;0
3;supply_node;757.00;10.40;1994.00;1.50;0
3;supply_node;687.00;9.73;2603.00;4.44;0
3;supply_node;690.00;9.88;1659.00;3.68;0
3;supply_node;792.00;10.40;1821.00;0.33;0
3;supply_node;966.00;11.50;2388.00;1.81;0
3;supply_node;481.00;9.70;1986.00;5.85;0
3;supply_node;1057.00;10.68;2444.00;1.04;0
3;supply_node;666.00;9.70;2335.00;3.98;0
3;supply_node;892.00;9.50;2684.00;1.74;0
3;supply_node;714.00;10.65;2462.00;3.22;0
3;supply_node;955.00;11.20;2125.00;2.46;0
3;supply_node;837.00;12.23;2414.00;5.39;0
3;supply_node;503.00;10.20;1448.00;0.58;0
3;supply_node;557.00;9.93;1708.00;4.62;0
3;supply_node;520.00;9.70;2201.00;1.28;0
3;supply_node;850.00;10.23;1809.00;2.76;0
3;supply_node;752.00;10.32;1893.00;5.69;0
3;supply_node;704.00;10.73;2708.00;2.00;0
3;supply_node;759.00;11.55;2235.00;4.93;0
3;supply_node;471.00;9.70;1825.00;1.58;0
3;supply_node;790.00;12.28;2770.00;4.17;0
3;naval_base;739.00;9.50;1623.00;-3.31;1029
3;naval_base;704.00;9.50;1626.00;0.44;1028
3;naval_base;585.00;9.50;2370.00;-2.74;889
3;naval_base;368.00;9.50;1624.00;-2.55;979
3;naval_base;307.00;9.50;1935.00;-1.57;904
3;naval_base;305.00;9.50;1404.00;-2.25;887
3;naval_base;615.00;9.50;1288.00;-0.07;926
3;naval_base;571.00;9.50;1276.00;0.44;926
3;naval_base;620.00;9.50;2437.00;-2.62;900
3;naval_base;419.00;9.50;2095.00;-1.99;893
3;naval_base;437.00;9.50;1743.00;-1.89;979
3;naval_base;527.00;9.50;2244.00;-2.36;893
3;naval_base;407.00;9.50;1879.00;-1.51;1014
3;naval_base;779.00;9.50;1701.00;0.70;1023
3;naval_base;361.00;9.50;1344.00;-0.62;977
3;naval_base;655.00;9.50;2509.00;-1.46;900
3;naval_base;662.00;9.50;2735.00;-1.79;950
3;naval_base;352.00;9.50;2069.00;-2.25;904
3;naval_base;408.00;9.50;1698.00;-2.14;979
3;naval_base;842.00;9.50;1832.00;-2.94;1016
3;naval_base;557.00;9.50;1557.00;0.52;1032
3;bunker;889.00;11.45;2209.00;0.92;0
3;bunker;915.00;11.68;2309.00;3.59;0
3;bunker;684.00;9.70;1888.00;1.43;0
3;bunker;826.00;10.30;1570.00;1.53;0
3;bunker;695.00;10.03;1824.00;5.65;0
3;bunker;877.00;10.38;2103.00;2.04;0
3;bunker;787.00;11.65;2129.00;4.70;0
3;bunker;605.00;9.70;1518.00;6.26;0
3;bunker;824.00;11.98;1912.00;4.10;0
3;bunker;1022.00;12.30;2342.00;0.48;0
3;bunker;1052.00;11.28;2656.00;3.15;0
3;bunker;1021.00;12.25;2378.00;6.16;0
3;bunker;583.00;10.73;1746.00;1.09;0
3;bunker;960.00;10.98;2143.00;5.22;0
3;bunker;809.00;11.62;2385.00;0.49;0
3;bunker;394.00;10.78;1410.00;4.61;0
3;bunker;951.00;11.62;2548.00;5.82;0
3;bunker;516.00;9.70;2022.00;3.66;0
3;bunker;444.00;9.70;1916.00;5.22;0
3;bunker;722.00;9.70;2485.00;1.60;0
3;bunker;564.00;9.85;2088.00;5.72;0
3;bunker;662.00;10.00;2062.00;2.10;0
3;bunker;580.00;9.70;1855.00;3.66;0
3;bunker;533.00;9.70;1607.00;0.04;0
3;bunker;1151.00;12.70;2492.00;4.17;0
3;bunker;727.00;9.78;1636.00;5.38;0
3;bunker;983.00;13.05;2220.00;4.78;0
3;bunker;522.00;10.62;1395.00;1.16;0
3;bunker;481.00;9.90;1324.00;2.71;0
3;bunker;992.00;12.10;2562.00;0.55;0
3;bunker;1152.00;12.07;2625.00;4.68;0
3;bunker;860.00;13.20;2631.00;5.89;0
3;bunker;789.00;11.15;2415.00;2.62;0
3;bunker;780.00;9.93;2595.00;5.28;0
3;bunker;822.00;10.80;1792.00;1.67;0
3;bunker;597.00;9.70;2218.00;4.33;0
3;bunker;377.00;10.12;1450.00;2.27;0
3;bunker;787.00;10.62;1972.00;0.11;0
3;bunker;392.00;9.70;1511.00;2.78;0
3;bunker;753.00;10.25;1748.00;4.34;0
3;bunker;901.00;11.73;2431.00;2.17;0
3;bunker;892.00;13.48;2700.00;4.84;0
3;bunker;766.00;9.70;2637.00;0.12;0
3;bunker;563.00;10.40;1766.00;2.78;0
3;bunker;392.00;9.70;1589.00;0.62;0
3;bunker;432.00;9.73;2001.00;1.83;0
3;bunker;569.00;9.70;2258.00;4.85;0
3;bunker;439.00;9.50;1778.00;1.23;0
3;bunker;652.00;9.75;2132.00;5.35;0
3;bunker;517.00;9.70;1981.00;0.28;0
3;bunker;964.00;11.90;2590.00;3.29;0
3;bunker;393.00;9.70;1822.00;1.13;0
3;bunker;693.00;10.78;2167.00;2.34;0
3;bunker;484.00;9.70;1849.00;0.18;0
3;bunker;791.00;10.95;2281.00;1.74;0
3;bunker;596.00;9.95;1574.00;4.40;0
3;bunker;469.00;9.70;1531.00;0.79;0
3;bunker;790.00;10.95;2718.00;4.91;0
3;bunker;1050.00;11.70;2472.00;5.01;0
3;bunker;687.00;9.73;2352.00;2.85;0
3;bunker;796.00;11.03;1930.00;5.52;0
3;bunker;497.00;10.93;2088.00;0.79;0
3;bunker;519.00;9.70;1275.00;4.91;0
3;bunker;485.00;9.70;1602.00;1.29;0
3;bunker;509.00;9.70;1330.00;5.42;0
3;bunker;822.00;11.75;2185.00;5.52;0
3;bunker;686.00;9.70;2661.00;3.36;0
3;bunker;526.00;9.70;2170.00;6.03;0
3;bunker;795.00;10.40;1852.00;2.41;0
3;bunker;1054.00;11.30;2509.00;3.96;0
3;bunker;788.00;13.48;2469.00;1.81;0
3;bunker;627.00;9.70;1318.00;3.02;0
3;bunker;730.00;9.88;2596.00;0.85;0
3;bunker;1182.00;12.35;2572.00;3.87;0
3;bunker;560.00;9.78;1735.00;5.08;0
3;coastal_bunker;322.00;9.50;1857.00;-0.42;0
3;coastal_bunker;423.00;9.50;1747.00;-1.89;0
3;coastal_bunker;589.00;9.50;2379.00;-2.74;0
3;coastal_bunker;453.00;9.50;1453.00;-4.33;0
3;coastal_bunker;453.00;9.50;2135.00;-1.99;0
3;coastal_bunker;523.00;9.50;1269.00;0.44;0
3;coastal_bunker;337.00;9.50;1456.00;-1.85;0
3;coastal_bunker;373.00;9.50;1769.00;-0.82;0
3;coastal_bunker;756.00;9.50;1661.00;1.11;0
3;coastal_bunker;658.00;9.50;2590.00;-1.83;0
3;coastal_bunker;658.00;9.50;2530.00;-1.46;0
3;coastal_bunker;358.00;9.50;2035.00;-2.25;0
3;coastal_bunker;361.00;9.50;1609.00;-2.55;0
3;coastal_bunker;553.00;9.50;1558.00;0.52;0
3;coastal_bunker;603.00;9.50;2407.00;-2.62;0
3;coastal_bunker;293.00;9.50;1391.00;-2.25;0
3;coastal_bunker;530.00;9.50;2249.00;-2.36;0
3;coastal_bunker;383.00;9.50;1331.00;-0.62;0
3;coastal_bunker;748.00;9.50;1623.00;-3.31;0
3;coastal_bunker;666.00;9.50;2699.00;-1.79;0
3;coastal_bunker;638.00;9.50;1290.00;-0.07;0
3;coastal_bunker;401.00;9.50;1679.00;-2.14;0
3;coastal_bunker;840.00;9.50;1834.00;-2.94;0
3;coastal_bunker;404.00;9.50;1887.00;-1.51;0
3;coastal_bunker;778.00;9.50;1696.00;0.70;0
3;dockyard;418.00;9.50;1321.00;-0.62;0
3;anti_air_building;1060.00;12.18;2525.00;0.48;0
3;anti_air_building;763.00;10.93;2079.00;2.04;0
3;anti_air_building;530.00;9.70;1648.00;4.71;0
3;synthetic_refinery;515.00;9.70;2196.00;2.55;0
3;fuel_silo;775.00;10.23;1840.00;2.65;0
3;rocket_site;566.00;9.70;2035.00;4.61;0
3;nuclear_reactor;791.00;9.50;1725.00;5.82;0
1;industrial_complex;3294.00;9.70;1575.00;1.73;0
1;industrial_complex;3304.00;9.70;1602.00;4.39;0
1;industrial_complex;3550.00;9.70;1662.00;0.78;0
1;industrial_complex;3188.00;9.70;1612.00;4.90;0
1;industrial_complex;3237.00;10.10;1642.00;5.00;0
1;industrial_complex;3541.00;9.70;1716.00;2.84;0
1;air_base;3266.00;9.70;1513.00;5.50;0
1;supply_node;3277.00;11.07;1671.00;3.88;0
1;supply_node;2895.00;9.70;1462.00;0.18;0
1;supply_node;3318.00;9.73;1598.00;3.12;0
1;supply_node;3213.00;9.70;1617.00;4.60;0
1;supply_node;3559.00;9.78;1675.00;2.36;0
1;supply_node;3503.00;9.70;1698.00;3.84;0
1;supply_node;3265.00;9.70;1536.00;0.49;0
1;supply_node;3144.00;9.70;1601.00;3.42;0
1;supply_node;2852.00;9.80;1438.00;6.01;0
1;supply_node;2874.00;9.70;1360.00;2.66;0
1;supply_node;3246.00;9.50;1461.00;4.14;0
1;naval_base;3242.00;9.50;1684.00;-1.82;894
1;naval_base;3122.00;9.50;1590.00;-0.39;971
1;naval_base;2828.00;9.50;1452.00;-1.44;882
1;naval_base;3524.00;9.50;1671.00;1.21;927
1;naval_base;2879.00;9.50;1370.00;-3.61;880
1;naval_base;3372.00;9.50;1597.00;1.45;918
1;naval_base;3276.00;9.50;1492.00;-0.93;971
1;naval_base;2923.00;9.50;1466.00;-4.15;910
1;naval_base;3532.00;9.50;1718.00;-2.12;988
1;naval_base;3254.00;9.50;1461.00;0.90;941
1;naval_base;3168.00;9.50;1641.00;-2.42;995
1;bunker;3270.00;9.70;1619.00;6.08;0
1;bunker;3550.00;9.50;1707.00;6.18;0
1;bunker;2864.00;9.80;1458.00;4.02;0
1;bunker;2894.00;10.10;1480.00;0.41;0
1;bunker;3258.00;11.88;1686.00;3.07;0
